Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm 
motorola,Motorola CHARM,https://fdn2.gsmarena.com/vv/bigpic/motorola-charm-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,BACKTRACK touch panel,HSDPA 1700 / 2100,MOTOBLUR UI v1.5 with Live Widgets,,,HSPA 3.6/2 Mbps,"2010, July. Released 2010, August",Discontinued,"98.4 x 67.2 x 11.4 mm, 75 cc (3.87 x 2.65 x 0.45 in)",110 g (3.88 oz),,Mini-SIM,MP3/eAAC+/WAV/WMA player MP4/WMV/H.264 player Organizer Document viewer Voice memo/dial Predictive text input,"TFT capacitive touchscreen,  256K colors","2.8 inches, 24.3 cm2 (~36.7% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~143 ppi density)",Android 2.1 (Eclair),TI OMAP 3410,600 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 2 GB included",512MB RAM; 512MB,3.15 MP,,24fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.0, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1130 mAh battery,,"Golden Bronze, Cabernet",About 150 EUR,,,,,,,,,,,,,,1.43 W/kg (head)     1.53 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 6 h 45 min (2G) / Up to 5 h (3G),Up to 267 h (2G) / Up to 334 h (3G),,,QWERTY,,,,,,,HTML,,,,
motorola,Motorola ES400,https://fdn2.gsmarena.com/vv/bigpic/motorola-es400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,CDMA/EVDO Rev A 850/1900,HSDPA 850 / 1900 / 2100,"IP42 water resistant MIL-STD 810G compliant: fog, humidity, transport shock and thermal shock resistant Drop-to-concrete resistance from up to 0.91m Bar code scanner",,,HSPA,"2010, June. Released 2010, Q3",Discontinued,129 x 60.4 x 16.4 mm (5.08 x 2.38 x 0.65 in),156 g (5.50 oz),,Mini-SIM,MP3/AAC+/WAV/WMA player MP4/3gp/MWV/H.264 player Voice memo/dial Predictive text input,"TFT resistive touchscreen, 65K colors","3.0 inches, 27.9 cm2 (~35.8% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~267 ppi density)",Microsoft Windows Mobile 6.5.3 Professional,Qualcomm MSM7627,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),"256MB RAM, 1GB Flash","3.15 MP, AF",LED flash,Yes,Yes,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer",Removable Li-Ion 1540 mAh battery,,Black,About 220 EUR,,,,,,,,,,,,,,1.05 W/kg (head)     0.65 W/kg (body),,,,,,,,,Up to 6 h,Up to 250 h,,,QWERTY,,,,,,,"WAP 2.0 / xHTML, HTML",,,,
motorola,Motorola DROID X2,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-x2.jpg,CDMA / EVDO,CDMA 800 / 1900,No,CDMA2000 1xEV-DO,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player HDMI port Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,,,EV-DO Rev.A 3.1 Mbps,"2011, May. Released 2011, May",Discontinued,127.5 x 65.5 x 9.9 mm (5.02 x 2.58 x 0.39 in),155 g (5.47 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 2 AP20H,Dual-core 1.0 GHz Cortex-A9,ULP GeForce,"microSDHC (dedicated slot), 8 GB included",8GB 512MB RAM,"8 MP, AF",Dual-LED flash,720p@30fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1540 mAh battery,,Black,About 230 EUR,,,,,,,,,,,,,,0.74 W/kg (head)     1.50 W/kg (body),,,Corning Gorilla Glass,,,,,,,,,,,,,,,,,"HTML, Adobe Flash",,,,
motorola,Motorola DROID X,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-x.jpg,CDMA / EVDO,CDMA 800 / 1900,No,CDMA2000 1xEV-DO,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player TV-out (720p video) via HDMI 1.4 port Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input,,,EV-DO Rev.A 3.1 Mbps,"2010, May. Released 2010, July",Discontinued,127.5 x 65.5 x 9.9 mm (5.02 x 2.58 x 0.39 in),155 g (5.47 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~228 ppi density)","Android 2.1 (Eclair), upgradable to 2.3 (Gingerbread)",TI OMAP3630 - 1000,1.0 GHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 16 GB included",6.5GB 512MB RAM,"8 MP, AF",Dual-LED flash,720p@24fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot (Android 2.2)","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1540 mAh battery,,Black,About 150 EUR,,,mb810,,,,,,,,,,,0.76 W/kg (head)     1.38 W/kg (body),,,,,,,,,Up to 8 h,Up to 220 h,,,,,,,,,,"HTML, Adobe Flash",,,,
motorola,Motorola MILESTONE XT720,https://fdn2.gsmarena.com/vv/bigpic/motorola-milestone-xt720-final.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch sensitive controls,HSDPA 1700 / 2100,No,,,HSPA 10.2/5.76 Mbps,"2010, June. Released 2010, July",Discontinued,116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in),139 g (4.90 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player TV-out (720p video) via HDMI port Document viewer Photo viewer/editor Face tagging Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~53.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.1 (Eclair),,600 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 8 GB included",512MB 256MB RAM,"8 MP, AF",Xenon flash,720p@24fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g, DLNA","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1390 mAh battery,,Black Slate,About 190 EUR,,,,,,,,,,Photo,Voice 66dB / Noise 65dB / Ring 77dB,,,1.01 W/kg (head)     1.21 W/kg (body),,,Corning Gorilla Glass,,0.60 W/kg (head),Noise -86.0dB / Crosstalk -86.3dB,,,Up to 4 h 30 min (2G) / Up to 9 h (3G),Up to 320 h (2G) / Up to 320 h (3G),,,,,,,,,,HTML,,,,
motorola,Motorola XT720 MOTOROI,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt720-motoroi-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch-sensitive navigation controls,HSDPA 2100,No,,,HSPA 10.2/5.76 Mbps,"2010, January. Released 2010, July",Discontinued,116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in),139 g (4.90 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player TV-out (720p video) via HDMI port Document viewer Photo viewer/editor Face tagging Organizer T-DMB TV tuner Voice memo Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~53.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.1 (Eclair),,720 MHz Cortex-A8,,"microSDHC (dedicated slot), 8 GB included",512MB 256MB RAM,"8 MP, AF",Xenon flash,720p@24fps,,,,Yes,Yes,"Wi-Fi 802.11 b/g, DLNA","2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1390 mAh battery,,Gentle Black,About 250 EUR,,,xt711,,,,,,,,,,,0.25 W/kg (head)     0.23 W/kg (body),,,,,,,,,Up to 8 h 40 min (3G),Up to 200 h (3G),,,,,,,,,,HTML,,,,
motorola,Motorola Quench XT5 XT502,https://fdn2.gsmarena.com/vv/bigpic/Quench-XT5-XT502.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Trackball,HSDPA 850 / 1900 / 2100,MOTOBLUR UI with Live Widgets,,,HSPA 7.2/0.384 Mbps,"2010, July. Released 2010, August",Discontinued,"114.9 x 56.8 x 12.6 mm, 80 cc (4.52 x 2.24 x 0.50 in)",114 g (4.02 oz),,Mini-SIM,MP3/WMA/WAV/eAAC+ player MP4/DivX/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.1 (Eclair),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),512MB 256MB RAM,5 MP,LED flash,320x480@15fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1270 mAh battery,,Brown,About 200 EUR,,,,,,,,,,,,,,1.16 W/kg (head)     0.59 W/kg (body),,,Corning Gorilla Glass,,1.16 W/kg (head),,,,Up to 8 h 20 min (2G) / Up to 6 h 30 min (3G),Up to 560 h (2G) / Up to 545 h (3G),,,,,,,,,,HTML,,,,
motorola,Motorola Quench XT3 XT502,https://fdn2.gsmarena.com/vv/bigpic/motorola-quench-xt3-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Trackball,HSDPA 850 / 1900 / 2100,MOTOBLUR UI with Live Widgets,,,HSPA 7.2/0.384 Mbps,"2010, July. Released 2010, August",Discontinued,"114.9 x 56.8 x 12.6 mm, 80 cc (4.52 x 2.24 x 0.50 in)",114 g (4.02 oz),,Mini-SIM,MP3/WMA/WAV/eAAC+ player MP4/DivX/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 1.6 (Donut),Qualcomm MSM7227 Snapdragon S1,600 MHz ARM 11,Adreno 200,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,LED flash,320x480@15fps,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1270 mAh battery,,Brown,About 170 EUR,,,xt502,,,,,,,,,,,1.16 W/kg (head)     0.59 W/kg (body),,,Corning Gorilla Glass,,0.96 W/kg (head),,,,Up to 8 h 10 min (2G) / Up to 6 h 30 min (3G),Up to 560 h (2G) / Up to 445 h (3G),,,,,,,,,,HTML,,,,
motorola,Motorola WX295,https://fdn2.gsmarena.com/vv/bigpic/WX295.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Secondary OLED Display (1 Line),,,,"2010, April. Released 2010, July",Discontinued,96 x 46.5 x 16.7 mm (3.78 x 1.83 x 0.66 in),83 g (2.93 oz),,Mini-SIM,MP3 player Calculator Currency converter  Predictive text input,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~22.8% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),,VGA,,No,,,,Yes,No,No,2.0,No,,"Stereo FM radio, RDS",No,,Removable Li-Ion 750 mAh battery,,Black,About 50 EUR,,,,,,,,,,,,,,0.88 W/kg (head)     0.36 W/kg (body),,,,,,,,,Up to 8 h,Up to 580 h,Class 10,No,,800 entries,Yes,"SMS, MMS",Yes,No,,WAP 2.0/xHTML,,,,
motorola,Motorola FlipOut,https://fdn2.gsmarena.com/vv/bigpic/moto-flipout.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSDPA 900 / 2100,MOTOBLUR UI v1.5 with Live Widgets,,,HSPA 7.2/2 Mbps,"2010, June. Released 2010, June",Discontinued,"67 x 67 x 17 mm, 76 cc (2.64 x 2.64 x 0.67 in)",120 g (4.23 oz),,Mini-SIM,MP3/eAAC+/WAV player MP4/WMV/H.264/XviD player Organizer Document viewer  Voice memo/dial Predictive text input,"TFT capacitive touchscreen,  256K colors","2.8 inches, 24.3 cm2 (~54.1% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~143 ppi density)",Android 2.1 (Eclair),TI OMAP 3410,600 MHz Cortex-A8,PowerVR SGX530,"microSDHC (dedicated slot), 2 GB included",512MB 512MB RAM,3.15 MP,,CIF@26-30fps,,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1130 mAh battery,,"White, Fairway Green, Poppy Red, Raspberry Crush, Brilliant Blue, Licorice, Saffron",About 90 EUR,,,,,,,,,,Photo,Voice 69dB / Noise 64dB / Ring 69dB,,,1.16 W/kg (head)     1.09 W/kg (body),,,,,0.62 W/kg (head),Noise -89.0dB / Crosstalk -89.9dB,,,Up to 6 h (2G) / Up to 4 h 30 min (3G),Up to 365 h (2G) / Up to 380 h (3G),,,QWERTY,,,,,,,"WAP 2.0/xHTML, HTML",,,,
motorola,Motorola WX290,https://fdn2.gsmarena.com/vv/bigpic/WX290.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Flashlight,,,,"2010, April. Released 2010, July",Discontinued,107.6 x 45.3 x 14.3 mm (4.24 x 1.78 x 0.56 in),83 g (2.93 oz),,Mini-SIM,MP3 player Calculator Currency converter  Predictive text input,"TFT, 65K colors","1.77 inches, 9.9 cm2 (~20.2% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,,microSD (dedicated slot),,VGA,,No,,,,Yes,No,No,2.0,No,,"Stereo FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,About 40 EUR,,,,,,,,,,,,,,1.22 W/kg (head)     0.98 W/kg (body),,,,,,,,,Up to 8 h,Up to 580 h,Class 10,No,,800 entries,Yes,"SMS, MMS",Yes,No,,WAP 2.0/xHTML,,,,
motorola,Motorola WX265,https://fdn2.gsmarena.com/vv/bigpic/WX265.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Flashlight,,,,"2010, April. Released 2010, July",Discontinued,96 x 46.5 x 16.7 mm (3.78 x 1.83 x 0.66 in),83 g (2.93 oz),,Mini-SIM,MP3 player Calculator Currency converter  Predictive text input,"TFT, 65K colors","1.77 inches, 9.9 cm2 (~22.1% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,,microSD (dedicated slot),,,,,,,,Yes,No,No,2.0,No,,"FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,About 70 EUR,,,,,,,,,,,,,,0.88 W/kg (head)     0.36 W/kg (body),,,,,,,,,Up to 8 h,Up to 580 h,Class 10,No,,800 entries,Yes,"SMS, MMS",Yes,No,,WAP 2.0/xHTML,,,,
motorola,Motorola WX260,https://fdn2.gsmarena.com/vv/bigpic/WX260.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Flashlight,,,,"2010, April. Released 2010, July",Discontinued,107.6 x 45.3 x 14.3 mm (4.24 x 1.78 x 0.56 in),83 g (2.93 oz),,Mini-SIM,MP3 player Calculator Currency converter  Predictive text input,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~20.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),,,,,,,,Yes,No,No,2.0,No,,"Stereo FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,About 70 EUR,,,,,,,,,,,,,,1.22 W/kg (head)     0.98 W/kg (body),,,,,,,,,Up to 8 h,Up to 580 h,Class 10,No,,800 entries,Yes,"SMS, MMS",Yes,No,,WAP 2.0/xHTML,,,,
motorola,Motorola WX181,https://fdn2.gsmarena.com/vv/bigpic/WX181.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Flashlight,,,,"2010, April. Released 2010, July",Discontinued,108 x 46 x 14.8 mm (4.25 x 1.81 x 0.58 in),83 g (2.93 oz),,Mini-SIM,Calculator Currency converter  Predictive text input,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~14.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,,,,,,,Yes,No,No,No,No,,"Stereo FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,About 30 EUR,,,,,,,,,,,,,,0.86 W/kg (head)     0.49 W/kg (body),,,,,,,,,Up to 8 h,Up to 380 h,No,No,,100 entries,Yes,SMS,Yes,No,,No,,,,
motorola,Motorola WX161,https://fdn2.gsmarena.com/vv/bigpic/WX161.jpg,GSM,GSM 900 / 1800,GSM 850 / 1900,,Flashlight,,,,"2010, April. Released 2010, July",Discontinued,108 x 46 x 14.8 mm (4.25 x 1.81 x 0.58 in),70 g (2.29 oz),,Mini-SIM,Calculator Currency converter  Predictive text input,Monochrome,"1.32 inches, 5.2 cm2 (~10.4% screen-to-body ratio)","64 x 96 pixels, 3:2 ratio (~87 ppi density)",,,,,No,,,,,,,,Yes,No,No,No,No,,"FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,About 30 EUR,,,,,,,,,,,,,,0.86 W/kg (head)     0.49 W/kg (body),,,,,,,,,Up to 8 h,Up to 580 h,No,No,,100 entries,Yes,SMS,Yes,No,,No,,,,
motorola,Motorola QUENCH,https://fdn2.gsmarena.com/vv/bigpic/motorola-quench.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100  - American version,HSDPA 900 / 1700 / 2100,Capacitive trackpad,,,HSPA 7.2/0.384 Mbps,"2010, February. Released 2010, April",Discontinued,116.8 x 60 x 12.4 mm (4.60 x 2.36 x 0.49 in),130 g (4.59 oz),,Mini-SIM,MP3/WMA/WAV/eAAC+ player MP4/H.263 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 65K colors","3.1 inches, 28.6 cm2 (~40.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~186 ppi density)","Android 1.5 (Cupcake), upgradable to 2.1 (Eclair) in USA",Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,"5 MP, AF",LED flash,CIF@25fps,,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g, DLNA","2.0, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1420 mAh battery,,"Black, White, Licorice, Purple",About 100 EUR,,,MB501,,,,,,,,,,,0.96 W/kg (head)     1.16 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 7 h 30 min (2G) / Up to 6 h 40 min (3G),Up to 500 h (2G) / Up to 450 h (3G),,,,,,,,,,HTML,,,,
motorola,Motorola BACKFLIP,https://fdn2.gsmarena.com/vv/bigpic/motorola-backflip-motus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 2100,HSDPA 850 / 900 / 1900 / 2100,BACKTRACK touch panel,,,HSPA 7.2/0.384 Mbps,"2010, January. Released 2010, March",Discontinued,108 x 53 x 15.3 mm (4.25 x 2.09 x 0.60 in),133 g (4.69 oz),,Mini-SIM,MP3/eAAC+/WAV/WMA9 player MP4/H.264/WMV9 player Organizer Document viewer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors (65K effective)","3.1 inches, 28.6 cm2 (~50.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~186 ppi density)","Android 1.5 (Cupcake), upgradable to 2.1 (Eclair) in USA",Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,"5 MP, AF",LED flash,CIF@30fps,,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1400 mAh battery,,Platinum Silver,About 150 EUR,,,,,,,,,,Photo,Voice 71dB / Noise 67dB / Ring 78dB,,,0.58 W/kg (head)     0.60 W/kg (body),,,Corning Gorilla Glass,,,Noise -63.1dB / Crosstalk -59.9dB,,,Up to 6 h,Up to 315 h,,,QWERTY,,,,,,,HTML,,,,
motorola,Motorola XT800 ZHISHANG,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt800.jpg,GSM / CDMA / EVDO,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,CDMA2000 1xEV-DO,MP3/eAAC+/WAV/WMA player MP4/H.264/WMV player HDMI port Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,,,EV-DO Rev.A 3.1 Mbps,"2009, December. Released 2010, March",Discontinued,"120 x 61.8 x 11.4 mm, 79.5 cc (4.72 x 2.43 x 0.45 in)",137 g (4.83 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~50.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.0 (Eclair),TI OMAP 3430,550 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),"512MB RAM, 1GB","5 MP, AF",Dual-LED flash,480p@24fps,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1390 mAh battery,,Black,About 230 EUR,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,Up to 5 h 40 min,Up to 100 h,,,,,,,,,,HTML,,,,
motorola,Motorola XT701,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt701.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch-sensitive navigation controls Handwriting recognition,HSDPA 850 / 1900 / 2100,,,,HSPA 10.2/5.76 Mbps,"2009, December. Released 2010, May",Discontinued,116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in),140 g (4.94 oz),,Mini-SIM,MP3/eAAC+/WAV player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~53.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.0 (Eclair),TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 256MB RAM,"5 MP, AF",xenon flash,480p@24fps,,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1420 mAh battery,,Black,About 230 EUR,,,,,,,,,,,,,,1.02 W/kg (head)     1.23 W/kg (body),,,,,,,,,Up to 4 h 30 min,Up to 300 h,,,,,,,,,,HTML,,,,
motorola,Motorola MT710 ZHILING,https://fdn2.gsmarena.com/vv/bigpic/motorola-mt710.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,TD-SCDMA,HSDPA,,,,HSPA,"2009, December. Released 2010, February",Discontinued,118 x 59.5 x 12.3 mm (4.65 x 2.34 x 0.48 in),125 g (4.41 oz),,Mini-SIM,TV CMMB broadcast receiver MP3/eAAC+/WAV player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,"TFT resistive touchscreen, 256K colors","3.7 inches, 37.7 cm2 (~53.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android-based OPhone 1.5,,624 MHz Marvell PXA310,,"microSDHC (dedicated slot), 4 GB included",4GB 256MB RAM,"5 MP, AF",Dual-LED flash,320p@25fps,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Po 1140 mAh battery,,"Black, Red",About 230 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 150 h,Class 10,Class 10,,,,,,,,HTML,,,,
motorola,Motorola MOTO XT702,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-xt702.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,No,HSDPA 850 / 1900 / 2100,MP3/eAAC+/WAV/WMA9 player MP4/H.264/WMV9 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,,,HSPA,"2009, Q4. Released 2009, Q4",Discontinued,115.8 x 60 x 13.7 mm (4.56 x 2.36 x 0.54 in),165 g (5.82 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~54.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.1 (Eclair),TI OMAP 3430,600 MHz Cortex-A8,PowerVR SGX530,microSDHC (dedicated slot),512MB 256MB RAM,"5 MP, AF",Dual-LED flash,480p@24fps,,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS, Motonav software",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1390 mAh battery (BP6X),,Black,About 150 EUR,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,Up to 7 h,Up to 240 h,,,QWERTY,,,,,,,"HTML, Adobe Flash",,,,
